ZIP,TRACT,RES_RATIO,DATE,ZIP,TRACT,RES_RATIO,DATE,ZIP,TRACT,RES_RATIO,DATE
,,,,94127,6075021700.0,0.0013791374122367102,2020-09-01,,,,
,,,,94129,6075060100.0,1.0,2020-09-01,,,,
,,,,94129,6075011700.0,0.0,2020-09-01,,,,
,,,,94129,6075015400.0,0.0,2020-09-01,,,,
,,,,94131,6075021500.0,0.1261896610749743,2020-09-01,,,,
,,,,94131,6075030700.0,0.028072577884286205,2020-09-01,,,,
,,,,94131,6075021300.0,0.011845258473125642,2020-09-01,,,,
,,,,94131,6075031100.0,0.07394727832933927,2020-09-01,,,,
,,,,94131,6075020402.0,0.13611776788770968,2020-09-01,,,,
,,,,94131,6075030102.0,0.07100308113659706,2020-09-01,,,,
,,,,94131,6075030500.0,0.05669291338582677,2020-09-01,,,,
,,,,94131,6075021700.0,0.18219787743923313,2020-09-01,,,,
,,,,94131,6075021800.0,0.1262581307771311,2020-09-01,,,,
,,,,94131,6075021400.0,0.03355015405682985,2020-09-01,,,,
,,,,94131,6075021600.0,0.15179732968161588,2020-09-01,,,,
,,,,94131,6075020401.0,0.002327969873331051,2020-09-01,,,,
,,,,94132,6075031400.0,0.004846918167864932,2020-09-01,,,,
,,,,94132,6075031301.0,0.09516116002908151,2020-09-01,,,,
,,,,94132,6075030900.0,0.044510865174892965,2020-09-01,,,,
,,,,94132,6075060400.0,0.14363034170773084,2020-09-01,,,,
,,,,94132,6075033201.0,0.09346473867032878,2020-09-01,,,,
,,,,94132,6075033100.0,0.1574440584861459,2020-09-01,,,,
,,,,94132,6075033203.0,0.1429840859520155,2020-09-01,,,,
,,,,94132,6075030800.0,0.008482106793763633,2020-09-01,,,,
,,,,94132,6075031302.0,0.14564989094434122,2020-09-01,,,,
,,,,94132,6075033204.0,0.14516519912755474,2020-09-01,,,,
,,,,94132,6075033000.0,0.01866063494627999,2020-09-01,,,,
,,,,94133,6075011300.0,0.03674504695962158,2020-09-01,,,,
,,,,94133,6075010400.0,0.18420511414272983,2020-09-01,,,,
,,,,94133,6075010900.0,0.004044697333241928,2020-09-01,,,,
,,,,94133,6075010800.0,0.10296839651744705,2020-09-01,,,,
,,,,94133,6075010500.0,0.00027421676835538494,2020-09-01,,,,
,,,,94133,6075010100.0,0.17995475423322135,2020-09-01,,,,
